time,scenario,protocol_mode,wind_x,x_ref,vx_ref,ax_ref,y_ref,z_ref,yaw_ref,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,tip_x,tip_y,tip_z,tip_displacement,joint_1_angle,joint_1_velocity,joint_2_angle,joint_2_velocity,joint_3_angle,joint_3_velocity,joint_4_angle,joint_4_velocity,joint_5_angle,joint_5_velocity,ax_cmd_raw,ax_cmd_limited,ax_saturated,ax_slew_limited,anchor_active,roll_rad,pitch_rad,yaw_rad,thrust_cmd_raw_N,thrust_cmd_limited_N,mx_cmd_raw_Nm,my_cmd_raw_Nm,mz_cmd_raw_Nm,mx_cmd_limited_Nm,my_cmd_limited_Nm,mz_cmd_limited_Nm,rotor_motor_max_abs_cmd,solve_time_ms,controller,controller_mode,position_error_x,velocity_error_x,lqr_feedback_ax,residual_v,disturbance_hat,qp_limiter_mismatch,qp_status_code,qp_iterations,preview_horizon_steps,tip_weight,residual_weight,observer_enabled,disturbance_compensation
0,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,0,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.0050000000000000001,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-1.0733273954080062e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.01,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-2.1466547908160123e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.014999999999999999,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-3.219982186224018e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.02,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-4.2933095816320228e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.025000000000000001,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-5.3666369770400276e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.029999999999999999,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-6.4399643724480324e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.035000000000000003,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-7.5132917678560372e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.040000000000000001,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-8.5866191632640419e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.044999999999999998,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-9.6599465586720467e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,1.3701000000000001,lqr_stabilized_da_pmpc,preview,0,0,0,0,0,0,1,25,20,20,2,false,false
0.050000000000000003,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-1.0733273954080052e-16,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,-3.5799509622107455e-31,-3.5799509622107455e-31,false,false,false,0,-0,0,129.8844,129.8844,0,-5.6434488074090018e-31,0,0,-5.6434488074090018e-31,0,0,0.64070000000000005,lqr_stabilized_da_pmpc,preview,0,0,-5.164721162985963e-31,-1.5847702007752173e-31,0,0,1,25,20,20,2,false,false
0.055,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,-1.0826525933564172e-38,-1.5029249576588702e-40,3.2000000000000002,-4.4465332120676827e-36,-1.1889684727923594e-37,-1.1806601349488058e-16,0.22500000000000001,2.0432443420582955e-35,0.38999999999999996,0,1.1586614586110141e-35,4.6172889713990034e-33,-5.3616413548930214e-36,-2.102136687439742e-33,1.2913910751167967e-36,4.781271069372206e-34,-2.9524664670935057e-37,-1.013904885196759e-34,5.434998340351469e-38,1.7399341567689976e-35,-3.5799509622107455e-31,-3.5799509622107455e-31,false,false,false,7.2713856630173383e-36,-0,0,129.8844,129.8844,-7.6554894142294211e-35,-5.4410747457094185e-31,2.6588633010024926e-66,-7.6554894142294211e-35,-5.4410747457094185e-31,2.6588633010024926e-66,0,0.64070000000000005,lqr_stabilized_da_pmpc,preview,-1.0826525933564172e-38,-4.4465332120676827e-36,-5.164721162985963e-31,-1.5847702007752173e-31,0,0,1,25,20,20,2,false,false
