time,scenario,protocol_mode,wind_x,x_ref,vx_ref,ax_ref,y_ref,z_ref,yaw_ref,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,tip_x,tip_y,tip_z,tip_displacement,joint_1_angle,joint_1_velocity,joint_2_angle,joint_2_velocity,joint_3_angle,joint_3_velocity,joint_4_angle,joint_4_velocity,joint_5_angle,joint_5_velocity,ax_cmd_raw,ax_cmd_limited,ax_saturated,ax_slew_limited,anchor_active,roll_rad,pitch_rad,yaw_rad,thrust_cmd_raw_N,thrust_cmd_limited_N,mx_cmd_raw_Nm,my_cmd_raw_Nm,mz_cmd_raw_Nm,mx_cmd_limited_Nm,my_cmd_limited_Nm,mz_cmd_limited_Nm,rotor_motor_max_abs_cmd,solve_time_ms,controller,controller_mode,position_error_x,velocity_error_x,lqr_feedback_ax,residual_v,disturbance_hat,qp_limiter_mismatch,qp_status_code,qp_iterations,preview_horizon_steps,tip_weight,residual_weight,observer_enabled,disturbance_compensation
0,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,0,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.0050000000000000001,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-1.0733273954080062e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.01,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-2.1466547908160123e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.014999999999999999,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-3.219982186224018e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.02,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-4.2933095816320228e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.025000000000000001,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-5.3666369770400276e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.029999999999999999,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-6.4399643724480324e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.035000000000000003,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-7.5132917678560372e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.040000000000000001,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-8.5866191632640419e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
0.044999999999999998,crosswind_hover,free_flight_controlled,0,0,0,0,0,3.2000000000000002,0,0,0,3.2000000000000002,0,0,-9.6599465586720467e-17,0.22500000000000001,0,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,-0,0,129.8844,129.8844,0,0,0,0,0,0,0,0.0104,lqr_stabilized_da_pmpc,lqr,0,0,0,0,0,0,1,0,20,20,2,false,false
